Lat,Lon,Pop Density,Intersections,Pedways,Bikeways,POIs,Transit,WalkScore
41.9702,-87.7386,12708.33,28.01,1995.17,14.01,179.53,54.75,79
41.9444,-87.6463,34057.47,113.32,1560.99,87.85,575.5,176.98,95
41.9639,-87.7604,13578.12,92.95,808.51,22.92,178.25,138.78,87
41.9393,-87.7672,15553.36,15.28,389.61,10.19,80.21,82.76,89
41.6901,-87.5933,433.81,1.27,68.75,0.0,44.56,7.64,14
41.9094,-87.6966,22625.0,42.02,1799.09,118.41,197.35,119.68,89
41.7604,-87.6843,11770.83,7.64,1038.96,0.0,66.21,53.48,59
41.6542,-87.5653,1382.82,12.73,236.82,19.1,19.1,1.27,1
41.9805,-87.8401,9822.71,58.57,729.57,7.64,132.42,57.3,63
41.9237,-87.6552,34312.0,159.15,1973.52,90.4,415.08,106.95,90
41.7573,-87.5629,22384.62,8.91,2238.36,0.0,113.32,115.86,73
41.7728,-87.6268,6546.99,49.66,1560.99,14.01,72.57,164.25,52
41.8111,-87.7528,6574.22,8.91,1429.85,0.0,54.75,26.74,39
41.9236,-87.725,24640.62,61.12,2290.56,33.1,131.14,71.3,79
41.728,-87.6762,4386.03,22.92,522.03,8.91,50.93,76.39,60
41.763,-87.6046,3636.22,22.92,1904.77,10.19,89.13,152.79,76
42.0175,-87.6898,25572.33,29.28,1429.85,21.65,122.23,89.13,88
41.6555,-87.5494,2251.8,11.46,1656.48,7.64,87.85,75.12,69
41.7058,-87.6472,5583.77,17.83,1692.14,21.65,112.05,86.58,69
41.7576,-87.5917,14204.24,50.93,2239.63,15.28,120.96,152.79,77
41.7027,-87.5503,433.81,5.09,528.39,0.0,24.19,91.67,29
41.6876,-87.5519,433.81,0.0,20.37,0.0,3.82,8.91,4
41.7821,-87.6107,21252.63,31.83,2141.59,30.56,146.42,168.07,71
41.7217,-87.6119,3196.36,16.55,1743.06,11.46,73.85,137.51,51
41.779,-87.6415,8288.22,24.19,2373.32,17.83,100.59,75.12,73
41.725,-87.5269,2067.2,1.27,215.18,2.55,16.55,17.83,6
41.7378,-87.6346,5503.92,31.83,1003.31,15.28,84.03,117.14,47
41.7122,-87.5393,7532.71,3.82,986.76,10.19,42.02,30.56,59
41.7646,-87.7407,3230.65,14.01,176.98,0.0,49.66,22.92,47
41.7616,-87.669,7968.75,16.55,2012.99,5.09,92.95,108.23,59
41.691,-87.6712,5306.48,15.28,660.81,5.09,78.94,57.3,71
41.7193,-87.6055,3196.36,17.83,1317.8,6.37,75.12,124.78,39
41.9433,-87.8223,14625.0,12.73,98.04,0.0,25.46,39.47,67
41.9908,-87.6662,26941.42,184.62,2521.01,50.93,282.66,131.14,83
41.8276,-87.6655,8119.05,22.92,1335.63,14.01,89.13,94.22,77
41.9282,-87.7303,14664.56,58.57,2034.64,22.92,133.69,70.03,73
41.7145,-87.6785,7036.89,20.37,621.34,6.37,67.48,54.75,76
41.7869,-87.6157,2413.08,34.38,1603.01,12.73,100.59,156.61,60
41.6713,-87.5306,2251.8,2.55,31.83,10.19,28.01,28.01,3
41.946,-87.8285,8417.51,14.01,174.43,0.0,28.01,68.75,50
41.9932,-87.754,4851.89,22.92,1241.41,5.09,90.4,54.75,60
41.765,-87.6129,15379.45,19.1,2132.68,15.28,110.77,211.36,78
41.9206,-87.6983,22929.13,42.02,2454.81,98.04,376.88,104.41,91
41.9357,-87.7416,16384.96,38.2,1830.92,20.37,145.15,58.57,73
41.8488,-87.6465,6890.28,99.31,1726.51,58.57,179.53,148.97,84
41.919,-87.7807,19153.26,24.19,658.26,34.38,56.02,85.31,71
41.7149,-87.6592,7895.16,26.74,704.1,25.46,72.57,120.96,63
41.7517,-87.7288,11097.91,16.55,665.9,0,43.29,64.94,57
41.7545,-87.677,14124.03,10.19,991.85,2.55,106.95,105.68,57
41.9222,-87.7194,24640.62,78.94,2461.17,31.83,182.07,91.67,71
41.7679,-87.5822,20152.94,43.29,2403.88,6.37,124.78,187.17,74
41.6567,-87.55,1382.82,10.19,1671.76,7.64,85.31,31.83,67
41.7368,-87.6939,5175.94,8.91,805.96,0,48.38,62.39,56
41.98,-87.804,9874.75,28.01,350.14,0,70.03,48.38,78
41.8885,-87.7312,8661.58,40.74,1353.45,11.46,67.48,48.38,46
41.7603,-87.6008,3636.22,22.92,1923.86,12.73,108.23,142.6,73
41.744,-87.7394,12298.17,15.28,1063.16,0,66.21,34.38,77
41.7455,-87.6808,9900.78,7.64,1143.37,5.09,92.95,80.21,47
41.7778,-87.7174,20894.53,14.01,1105.17,2.55,53.48,40.74,79
41.9945,-87.6869,33721.93,43.29,1750.7,0,207.54,78.94,82
41.7177,-87.636,7954.81,20.37,578.05,0,72.57,81.49,56
41.8045,-87.7436,13488.1,10.19,2489.18,0,71.3,84.03,73
41.8773,-87.6527,25019.66,227.91,2988.29,39.47,1115.36,147.7,94
41.7881,-87.6591,11380.95,50.93,2627.97,11.46,70.03,106.95,47
41.7862,-87.6454,7379.31,21.65,2154.32,15.28,108.23,133.69,67
41.8424,-87.6094,11716.89,38.2,869.62,11.46,117.14,53.48,20
41.7108,-87.6066,8148.68,11.46,1489.69,6.37,76.39,99.31,64
41.8797,-87.6655,25019.66,180.8,2973.01,70.03,2878.79,151.52,87
41.9295,-87.689,7638.74,95.49,2225.62,110.77,324.68,110.77,88
41.7537,-87.6604,9285.71,19.1,870.9,3.82,207.54,113.32,68
41.6765,-87.6189,5766.76,5.09,1036.42,1.27,35.65,61.12,56
42.0089,-87.7052,15357.37,48.38,366.69,50.93,175.71,80.21,61
